,Total_name,Motif,Strandness,relative_fold,relative_fold_median,T_value,P_value,Ranksum_statistic,Ranksum_P_value,Corrected_pvalue,N_with_motif,N_without_motif,Significant
449,MET4_r,MET4,Reverse,0.8283183196505159,0.8952287808585707,-1.9449849187090429,0.05499101544021314,-2.2866954020133115,0.022213608270314957,0.03958061109983393,88,45980,Yes
14,REB1,REB1,Both,0.8274116037734707,0.7510148712896478,-8.784453645686549,3.1761419414904577e-18,-11.14167506340789,7.862641805071736e-29,9.836666768898258e-28,1912,44156,Yes
495,URC2_r,URC2,Reverse,0.8257982783095622,0.6198204115950541,-1.09441308722983,0.2808370575266582,-2.1522550459019096,0.03137727232686553,0.05332322580403737,38,46030,No
16,RSC30,RSC30,Both,0.8244319614020119,0.7433054232072465,-12.723662547263407,1.6195403148086417e-36,-16.268326894095306,1.6562163183740549e-59,5.7285599717879076e-58,3964,42104,Yes
83,IME1,IME1,Both,0.8239279706222274,0.722725968023293,-4.650373957891375,4.490030483482306e-06,-4.661338577255812,3.1415941647543977e-06,9.8783816517411e-06,396,45672,Yes
75,AZF1,AZF1,Both,0.8222439403764955,0.8109790220884449,-3.7526500703038455,0.00021381588240795358,-3.740974592832019,0.00018330805292705296,0.0004686310222656832,269,45799,Yes
408,RSC30_r,RSC30,Reverse,0.8208078794838335,0.7379922794342599,-10.9773371777359,1.465353794755107e-27,-14.330911701019513,1.4026702286144784e-46,3.054704053427086e-45,2828,43240,Yes
264,THO2_f,THO2,Forward,0.8175963457060794,0.791089270399437,-10.361328747092177,1.048607742135275e-24,-11.593687046359118,4.436163647672522e-31,6.066195871701029e-30,2423,43645,Yes
492,SWI4_r,SWI4,Reverse,0.8133588625220532,0.7859657512334743,-15.127995182140017,9.882844937941611e-51,-15.024630177188948,5.0643190107377484e-51,1.2407581576307483e-49,4320,41748,Yes
292,SNT2_f,SNT2,Forward,0.8108946290902536,1.2050995958855748,-1.2049367587602158,0.25890886609792046,-0.2534837683659904,0.7998944026458814,0.8551598341014149,10,46058,No
475,IME1_r,IME1,Reverse,0.8042791480205511,0.6797513516906193,-4.000470703184019,8.359411680186637e-05,-4.341605233385212,1.4144550395771942e-05,4.117324570650446e-05,244,45824,Yes
213,RSC3_f,RSC3,Forward,0.8038208213406782,0.7525935349071298,-21.273234054553857,3.8273627138163755e-99,-23.871471816562856,6.061247872769397e-126,1.1880045830628017e-123,9443,36625,Yes
17,RSC3,RSC3,Both,0.8022825045738972,0.7492208016570824,-21.53615806403489,1.4966411671321975e-101,-24.21533155300043,1.5339719282626222e-129,4.509877469092109e-127,9540,36528,Yes
409,RSC3_r,RSC3,Reverse,0.8001644657782728,0.7466523273459362,-21.757256486308044,1.433365581204379e-103,-24.409610778786163,1.352099210289347e-131,7.950343356501361e-129,9487,36581,Yes
210,REB1_f,REB1,Forward,0.7962090077545193,0.7353467032171164,-7.681718674468873,4.3384701315701276e-14,-7.640443037654143,2.1647555248586047e-14,1.4630761478354709e-13,802,45266,Yes
134,UME6,UME6,Both,0.7806824335448475,0.737529761261618,-5.368605273378671,1.414091833582609e-07,-5.65686116378235,1.5416637077782425e-08,6.251712139128321e-08,358,45710,Yes
212,RSC30_f,RSC30,Forward,0.7782194585626008,0.6898054501356544,-13.838161290157169,3.044587252608615e-42,-16.073704934130397,3.900600169947812e-58,1.1467764499646568e-56,2518,43550,Yes
525,SUM1_r,SUM1,Reverse,0.775952347034485,0.780865011914005,-9.000133770335207,1.5278128719400316e-18,-7.637493763297952,2.2149076446779327e-14,1.4799610171257095e-13,776,45292,Yes
105,YRR1,YRR1,Both,0.7734768353440751,0.6594613039932637,-3.5237319997921874,0.000602844877446883,-3.4260208406204944,0.0006124933846903103,0.0014820827580160594,120,45948,Yes
130,ORC1,ORC1,Both,0.7653343842693145,0.6713728649555233,-5.801501958700882,1.2979600654397567e-08,-7.080972850640512,1.4314594780469726e-12,8.093251664342499e-12,410,45658,Yes
380,STB3_f,STB3,Forward,0.7502082049461849,0.7470812561872674,-5.399657765393229,1.457173136311785e-07,-5.373106067547923,7.739177278349265e-08,2.880149518778081e-07,268,45800,Yes
326,ORC1_f,ORC1,Forward,0.7393148598484388,0.6379413363929037,-6.3367536758994865,6.554056010787463e-10,-7.458655879629016,8.740956643684772e-14,5.410192112091206e-13,378,45690,Yes
467,AZF1_r,AZF1,Reverse,0.7217381964816841,0.7416483781370524,-2.1162121813049386,0.05031901372401737,-1.1765180243672781,0.23938793411140635,0.322105504021755,17,46051,No
517,GAL80_r,GAL80,Reverse,0.7213269654450947,0.9587980765524629,-0.8016106929957029,0.5068609810706362,-0.45952634250006186,0.6458562396847495,0.7289126083198324,3,46065,No
332,YDR026C_f,YDR026C,Forward,0.7139792810249446,0.6144988561615448,-4.167725131673543,6.602600867550448e-05,-4.066929890671176,4.7636566796508304e-05,0.0001273195512561222,99,45969,Yes
125,GAL80,GAL80,Both,0.709129976604717,0.9587980765524629,-1.7664124239339052,0.12768821290142748,-0.6129002271369558,0.5399423130773134,0.6324423906164548,7,46061,No
136,YDR026C,YDR026C,Both,0.7069397575575529,0.5495624126766494,-5.867422523051051,1.7234950484172816e-08,-6.277220006579761,3.446802001384097e-10,1.5958421864675978e-09,206,45862,Yes
321,GAL80_f,GAL80,Forward,0.7000090335266155,0.9581356474641838,-1.6179585407578672,0.20400218753346747,-0.4127985812749309,0.6797541909753364,0.7541423854594298,4,46064,No
528,YDR026C_r,YDR026C,Reverse,0.6984335423415226,0.5487335204552405,-4.2032675903957175,5.4471578174288415e-05,-4.846555392105432,1.2562352475529135e-06,4.126627517101191e-06,108,45960,Yes
330,UME6_f,UME6,Forward,0.6707586787076226,0.6135900223551602,-5.285697165108654,5.441799073554744e-07,-5.109883314945661,3.2235784030236173e-07,1.14876612180478e-06,124,45944,Yes
301,YRR1_f,YRR1,Forward,0.6611526824891572,0.538838518452688,-4.293205454925312,6.153822634655819e-05,-3.875307804973614,0.000106490003355347,0.00027463211391642124,64,46004,Yes
96,SNT2,SNT2,Both,0.5860368629239721,0.6205977976585907,-4.968807110860582,3.983579340983565e-05,-2.5085461031395697,0.01212291472793402,0.022701509108360524,26,46042,Yes
266,ZAP1_f,ZAP1,Forward,0.4793032589382495,0.3024694969166749,-2.6448151620089946,0.05723411108829484,-1.6340583050371775,0.10224660861061662,0.15297965868458668,5,46063,No
488,SNT2_r,SNT2,Reverse,0.4456166803856847,0.5141133907825273,-7.085271625675417,3.5879907216427014e-06,-2.9970246027244527,0.0027262870997845205,0.005981555278631709,16,46052,Yes
95,SNF1,SNF1,Both,,,,,,,,0,46068,No
291,SNF1_f,SNF1,Forward,,,,,,,,0,46068,No
487,SNF1_r,SNF1,Reverse,,,,,,,,0,46068,No
